id,member,score_no,score_yes,pred
12054,ce_e5,0.00003398,0.99996603,Yes
12055,ce_e5,0.00001924,0.99998081,Yes
12056,ce_e5,0.00004681,0.99995315,Yes
12057,ce_e5,0.02761459,0.97238535,Yes
12058,ce_e5,0.00001844,0.99998152,Yes
12059,ce_e5,0.00268829,0.99731171,Yes
12060,ce_e5,0.00001253,0.99998748,Yes
12061,ce_e5,0.00016477,0.99983525,Yes
12062,ce_e5,0.00002706,0.99997294,Yes
12063,ce_e5,0.01891866,0.98108131,Yes
12064,ce_e5,0.00001380,0.99998617,Yes
12065,ce_e5,0.00009483,0.99990511,Yes
12066,ce_e5,0.00011680,0.99988317,Yes
12067,ce_e5,0.00000793,0.99999201,Yes
12068,ce_e5,0.00130030,0.99869967,Yes
12069,ce_e5,0.99707830,0.00292171,No
12070,ce_e5,0.00000704,0.99999297,Yes
12071,ce_e5,0.01186449,0.98813546,Yes
12072,ce_e5,0.07843466,0.92156541,Yes
12073,ce_e5,0.00003050,0.99996948,Yes
12074,ce_e5,0.00001599,0.99998403,Yes
12075,ce_e5,0.00001947,0.99998057,Yes
12076,ce_e5,0.00034607,0.99965394,Yes
12077,ce_e5,0.00029476,0.99970526,Yes
12078,ce_e5,0.00003298,0.99996698,Yes
12079,ce_e5,0.00002830,0.99997175,Yes
12080,ce_e5,0.00003916,0.99996090,Yes
12081,ce_e5,0.00002420,0.99997580,Yes
12082,ce_e5,0.00001896,0.99998105,Yes
12083,ce_e5,0.00004213,0.99995792,Yes
12084,ce_e5,0.00107010,0.99892992,Yes
12085,ce_e5,0.28546923,0.71453077,Yes
12086,ce_e5,0.00002957,0.99997044,Yes
12087,ce_e5,0.00005794,0.99994206,Yes
12088,ce_e5,0.00068654,0.99931347,Yes
12089,ce_e5,0.00192217,0.99807787,Yes
12090,ce_e5,0.00705173,0.99294829,Yes
12091,ce_e5,0.00657941,0.99342054,Yes
12092,ce_e5,0.17186467,0.82813537,Yes
12093,ce_e5,0.99997842,0.00002156,No
12094,ce_e5,0.00002005,0.99997997,Yes
12095,ce_e5,0.84004331,0.15995663,No
12096,ce_e5,0.00002121,0.99997878,Yes
12097,ce_e5,0.00001603,0.99998391,Yes
12098,ce_e5,0.00004096,0.99995899,Yes
12099,ce_e5,0.99065632,0.00934366,No
12100,ce_e5,0.00002704,0.99997294,Yes
12101,ce_e5,0.00087761,0.99912244,Yes
12102,ce_e5,0.00513089,0.99486911,Yes
12103,ce_e5,0.99988341,0.00011661,No
12104,ce_e5,0.00004216,0.99995780,Yes
12105,ce_e5,0.00012351,0.99987650,Yes
12106,ce_e5,0.00000768,0.99999237,Yes
12107,ce_e5,0.68780082,0.31219915,No
12108,ce_e5,0.00000666,0.99999332,Yes
12109,ce_e5,0.00001381,0.99998617,Yes
12110,ce_e5,0.99954516,0.00045478,No
12111,ce_e5,0.00000800,0.99999201,Yes
12112,ce_e5,0.00007838,0.99992156,Yes
12113,ce_e5,0.00001242,0.99998760,Yes
12114,ce_e5,0.00007408,0.99992597,Yes
12115,ce_e5,0.06538825,0.93461180,Yes
12116,ce_e5,0.99997437,0.00002561,No
12117,ce_e5,0.00003557,0.99996448,Yes
12118,ce_e5,0.00014635,0.99985361,Yes
12119,ce_e5,0.00006634,0.99993360,Yes
12120,ce_e5,0.00004523,0.99995482,Yes
12121,ce_e5,0.01028132,0.98971868,Yes
12122,ce_e5,0.00006204,0.99993801,Yes
12123,ce_e5,0.99999332,0.00000667,No
12124,ce_e5,0.00001287,0.99998713,Yes
12125,ce_e5,0.00008488,0.99991512,Yes
12126,ce_e5,0.00005859,0.99994147,Yes
12127,ce_e5,0.00001799,0.99998200,Yes
12128,ce_e5,0.00048318,0.99951684,Yes
12129,ce_e5,0.00283657,0.99716336,Yes
12130,ce_e5,0.00020786,0.99979216,Yes
12131,ce_e5,0.00003573,0.99996424,Yes
12132,ce_e5,0.00009885,0.99990118,Yes
12133,ce_e5,0.86947817,0.13052186,No
12134,ce_e5,0.00000683,0.99999321,Yes
12135,ce_e5,0.37547398,0.62452608,Yes
12136,ce_e5,0.00008350,0.99991655,Yes
12137,ce_e5,0.00001671,0.99998331,Yes
12138,ce_e5,0.00000796,0.99999201,Yes
12139,ce_e5,0.00001018,0.99998987,Yes
12140,ce_e5,0.99897671,0.00102334,No
12141,ce_e5,0.00119384,0.99880612,Yes
12142,ce_e5,0.05857389,0.94142604,Yes
12143,ce_e5,0.00007632,0.99992371,Yes
12144,ce_e5,0.00021886,0.99978119,Yes
12145,ce_e5,0.00001109,0.99998891,Yes
12146,ce_e5,0.00000537,0.99999464,Yes
12147,ce_e5,0.00000850,0.99999154,Yes
12148,ce_e5,0.00013638,0.99986362,Yes
12149,ce_e5,0.99993384,0.00006611,No
12150,ce_e5,0.00007231,0.99992764,Yes
12151,ce_e5,0.25694546,0.74305457,Yes
12152,ce_e5,0.00068688,0.99931312,Yes
12153,ce_e5,0.00003046,0.99996948,Yes
12154,ce_e5,0.00046674,0.99953330,Yes
12155,ce_e5,0.00063574,0.99936432,Yes
12156,ce_e5,0.98849177,0.01150819,No
12157,ce_e5,0.00001530,0.99998474,Yes
12158,ce_e5,0.00004103,0.99995899,Yes
12159,ce_e5,0.00035662,0.99964333,Yes
12160,ce_e5,0.00294911,0.99705088,Yes
12161,ce_e5,0.60530621,0.39469382,No
12162,ce_e5,0.00013294,0.99986708,Yes
12163,ce_e5,0.00001981,0.99998021,Yes
12164,ce_e5,0.00027564,0.99972433,Yes
12165,ce_e5,0.00008924,0.99991071,Yes
12166,ce_e5,0.00000708,0.99999297,Yes
12167,ce_e5,0.00001588,0.99998415,Yes
12168,ce_e5,0.00003184,0.99996817,Yes
12169,ce_e5,0.00008329,0.99991667,Yes
12170,ce_e5,0.00001931,0.99998069,Yes
12171,ce_e5,0.00011040,0.99988961,Yes
12172,ce_e5,0.96268082,0.03731918,No
12173,ce_e5,0.99974614,0.00025381,No
12174,ce_e5,0.00010662,0.99989331,Yes
12175,ce_e5,0.99998999,0.00001007,No
12176,ce_e5,0.00000870,0.99999130,Yes
12177,ce_e5,0.00002440,0.99997556,Yes
12178,ce_e5,0.99917823,0.00082180,No
12179,ce_e5,0.00012467,0.99987531,Yes
12180,ce_e5,0.00004230,0.99995768,Yes
12181,ce_e5,0.00000980,0.99999022,Yes
12182,ce_e5,0.00106114,0.99893886,Yes
12183,ce_e5,0.00056024,0.99943978,Yes
12184,ce_e5,0.00003741,0.99996257,Yes
12185,ce_e5,0.00001363,0.99998641,Yes
12186,ce_e5,0.00001212,0.99998784,Yes
12187,ce_e5,0.00044893,0.99955100,Yes
12188,ce_e5,0.99759823,0.00240180,No
12189,ce_e5,0.00001336,0.99998665,Yes
12190,ce_e5,0.99998033,0.00001967,No
12191,ce_e5,0.00728050,0.99271953,Yes
12192,ce_e5,0.00001020,0.99998975,Yes
12193,ce_e5,0.00005283,0.99994719,Yes
12194,ce_e5,0.99947220,0.00052788,No
12195,ce_e5,0.89994967,0.10005037,No
12196,ce_e5,0.99994659,0.00005344,No
12197,ce_e5,0.00002157,0.99997842,Yes
12198,ce_e5,0.00003940,0.99996066,Yes
12199,ce_e5,0.00011066,0.99988937,Yes
12200,ce_e5,0.00000799,0.99999201,Yes
12201,ce_e5,0.00009327,0.99990678,Yes
12202,ce_e5,0.04069372,0.95930630,Yes
12203,ce_e5,0.00006904,0.99993098,Yes
12204,ce_e5,0.00000909,0.99999094,Yes
12205,ce_e5,0.00065983,0.99934012,Yes
12206,ce_e5,0.00015661,0.99984336,Yes
12207,ce_e5,0.98913950,0.01086056,No
12208,ce_e5,0.82171047,0.17828950,No
12209,ce_e5,0.00001005,0.99998999,Yes
12210,ce_e5,0.00006366,0.99993634,Yes
12211,ce_e5,0.00000588,0.99999416,Yes
12212,ce_e5,0.00003440,0.99996555,Yes
12213,ce_e5,0.00001829,0.99998176,Yes
12214,ce_e5,0.00015536,0.99984467,Yes
12215,ce_e5,0.00007232,0.99992764,Yes
12216,ce_e5,0.00005837,0.99994159,Yes
12217,ce_e5,0.00122755,0.99877244,Yes
12218,ce_e5,0.00007864,0.99992132,Yes
12219,ce_e5,0.00046800,0.99953198,Yes
12220,ce_e5,0.64802521,0.35197479,No
12221,ce_e5,0.00011562,0.99988437,Yes
12222,ce_e5,0.99841058,0.00158942,No
12223,ce_e5,0.00000545,0.99999452,Yes
12224,ce_e5,0.00027811,0.99972183,Yes
12225,ce_e5,0.00004478,0.99995518,Yes
12226,ce_e5,0.01442449,0.98557556,Yes
12227,ce_e5,0.99147558,0.00852450,No
12228,ce_e5,0.00001010,0.99998987,Yes
12229,ce_e5,0.00001266,0.99998736,Yes
12230,ce_e5,0.38533553,0.61466444,Yes
12231,ce_e5,0.00001107,0.99998891,Yes
12232,ce_e5,0.00057680,0.99942327,Yes
12233,ce_e5,0.00000905,0.99999094,Yes
12234,ce_e5,0.00003169,0.99996829,Yes
12235,ce_e5,0.00003914,0.99996090,Yes
12236,ce_e5,0.00064336,0.99935669,Yes
12237,ce_e5,0.00002732,0.99997270,Yes
12238,ce_e5,0.00002854,0.99997151,Yes
12239,ce_e5,0.00043331,0.99956673,Yes
12240,ce_e5,0.00001966,0.99998033,Yes
12241,ce_e5,0.00001796,0.99998200,Yes
12242,ce_e5,0.00029285,0.99970716,Yes
12243,ce_e5,0.00002884,0.99997115,Yes
12244,ce_e5,0.51434523,0.48565471,No
12245,ce_e5,0.00000897,0.99999106,Yes
12246,ce_e5,0.00001183,0.99998820,Yes
12247,ce_e5,0.99994600,0.00005396,No
12248,ce_e5,0.00003737,0.99996257,Yes
12249,ce_e5,0.00000562,0.99999440,Yes
12250,ce_e5,0.99831569,0.00168431,No
12251,ce_e5,0.00000614,0.99999380,Yes
12252,ce_e5,0.31255797,0.68744206,Yes
12253,ce_e5,0.00001294,0.99998701,Yes
12254,ce_e5,0.07289863,0.92710137,Yes
12255,ce_e5,0.00003102,0.99996901,Yes
12256,ce_e5,0.00002683,0.99997318,Yes
12257,ce_e5,0.00000694,0.99999309,Yes
12258,ce_e5,0.00000653,0.99999344,Yes
12259,ce_e5,0.00004548,0.99995446,Yes
12260,ce_e5,0.00202226,0.99797779,Yes
12261,ce_e5,0.00014878,0.99985123,Yes
12262,ce_e5,0.00004716,0.99995279,Yes
12263,ce_e5,0.00015188,0.99984813,Yes
12264,ce_e5,0.00417211,0.99582785,Yes
12265,ce_e5,0.00000722,0.99999273,Yes
12266,ce_e5,0.00584594,0.99415404,Yes
12267,ce_e5,0.43502256,0.56497741,Yes
12268,ce_e5,0.00003975,0.99996030,Yes
12269,ce_e5,0.00001781,0.99998224,Yes
12270,ce_e5,0.00000721,0.99999273,Yes
12271,ce_e5,0.00010608,0.99989390,Yes
12272,ce_e5,0.00494137,0.99505866,Yes
12273,ce_e5,0.00001883,0.99998116,Yes
12274,ce_e5,0.00001864,0.99998140,Yes
12275,ce_e5,0.00001442,0.99998558,Yes
12276,ce_e5,0.00003103,0.99996901,Yes
12277,ce_e5,0.99948311,0.00051686,No
12278,ce_e5,0.00009292,0.99990702,Yes
12279,ce_e5,0.99798203,0.00201798,No
12280,ce_e5,0.00001310,0.99998689,Yes
12281,ce_e5,0.00053771,0.99946231,Yes
12282,ce_e5,0.99998128,0.00001868,No
12283,ce_e5,0.00003773,0.99996221,Yes
12284,ce_e5,0.00002368,0.99997628,Yes
12285,ce_e5,0.00001145,0.99998856,Yes
12286,ce_e5,0.00002273,0.99997723,Yes
12287,ce_e5,0.00200169,0.99799830,Yes
12288,ce_e5,0.00004142,0.99995863,Yes
12289,ce_e5,0.00021204,0.99978799,Yes
12290,ce_e5,0.00003110,0.99996889,Yes
12291,ce_e5,0.01787253,0.98212749,Yes
12292,ce_e5,0.00001466,0.99998534,Yes
12293,ce_e5,0.04033664,0.95966333,Yes
12294,ce_e5,0.00000706,0.99999297,Yes
12295,ce_e5,0.00000827,0.99999177,Yes
12296,ce_e5,0.00001142,0.99998856,Yes
12297,ce_e5,0.00001002,0.99998999,Yes
12298,ce_e5,0.99995697,0.00004307,No
12299,ce_e5,0.99997628,0.00002367,No
12300,ce_e5,0.00073967,0.99926037,Yes
12301,ce_e5,0.00039869,0.99960130,Yes
12302,ce_e5,0.00006434,0.99993563,Yes
12303,ce_e5,0.00005619,0.99994385,Yes
12304,ce_e5,0.00000999,0.99998999,Yes
12305,ce_e5,0.00215519,0.99784482,Yes
12306,ce_e5,0.00140624,0.99859375,Yes
12307,ce_e5,0.00140658,0.99859339,Yes
12308,ce_e5,0.00000912,0.99999094,Yes
12309,ce_e5,0.98952746,0.01047255,No
12310,ce_e5,0.00001752,0.99998248,Yes
12311,ce_e5,0.00002323,0.99997675,Yes
12312,ce_e5,0.00003369,0.99996626,Yes
12313,ce_e5,0.00022509,0.99977487,Yes
12314,ce_e5,0.00003124,0.99996877,Yes
12315,ce_e5,0.00016513,0.99983490,Yes
12316,ce_e5,0.00000740,0.99999261,Yes
12317,ce_e5,0.99993169,0.00006828,No
12318,ce_e5,0.00001361,0.99998641,Yes
12319,ce_e5,0.00002225,0.99997771,Yes
12320,ce_e5,0.63739997,0.36260000,No
12321,ce_e5,0.95899230,0.04100765,No
12322,ce_e5,0.00004742,0.99995255,Yes
12323,ce_e5,0.02421600,0.97578400,Yes
12324,ce_e5,0.00195662,0.99804330,Yes
12325,ce_e5,0.00005928,0.99994075,Yes
12326,ce_e5,0.00002056,0.99997938,Yes
12327,ce_e5,0.00035551,0.99964452,Yes
12328,ce_e5,0.00001635,0.99998367,Yes
12329,ce_e5,0.00001538,0.99998462,Yes
12330,ce_e5,0.00001896,0.99998105,Yes
12331,ce_e5,0.00085297,0.99914706,Yes
12332,ce_e5,0.04555662,0.95444340,Yes
12333,ce_e5,0.00002123,0.99997878,Yes
12334,ce_e5,0.00004836,0.99995160,Yes
12335,ce_e5,0.01404068,0.98595935,Yes
12336,ce_e5,0.00000682,0.99999321,Yes
12337,ce_e5,0.00001813,0.99998188,Yes
12338,ce_e5,0.00000541,0.99999464,Yes
12339,ce_e5,0.00001453,0.99998546,Yes
12340,ce_e5,0.00000810,0.99999189,Yes
12341,ce_e5,0.00005729,0.99994266,Yes
12342,ce_e5,0.00000859,0.99999142,Yes
12343,ce_e5,0.00000621,0.99999380,Yes
12344,ce_e5,0.68865824,0.31134179,No
12345,ce_e5,0.00000743,0.99999261,Yes
12346,ce_e5,0.00002068,0.99997938,Yes
12347,ce_e5,0.00006100,0.99993896,Yes
12348,ce_e5,0.00011170,0.99988830,Yes
12349,ce_e5,0.00046888,0.99953115,Yes
12350,ce_e5,0.00001065,0.99998939,Yes
12351,ce_e5,0.00001247,0.99998748,Yes
12352,ce_e5,0.99996781,0.00003217,No
12353,ce_e5,0.00004386,0.99995613,Yes
12354,ce_e5,0.00000900,0.99999106,Yes
12355,ce_e5,0.00000884,0.99999118,Yes
12356,ce_e5,0.00003305,0.99996698,Yes
12357,ce_e5,0.00112185,0.99887818,Yes
12358,ce_e5,0.00017747,0.99982256,Yes
12359,ce_e5,0.48480907,0.51519090,Yes
12360,ce_e5,0.00001004,0.99998999,Yes
12361,ce_e5,0.00001490,0.99998510,Yes
12362,ce_e5,0.06214983,0.93785012,Yes
12363,ce_e5,0.99997473,0.00002531,No
12364,ce_e5,0.00097495,0.99902511,Yes
12365,ce_e5,0.00000619,0.99999380,Yes
12366,ce_e5,0.00001775,0.99998224,Yes
12367,ce_e5,0.17968570,0.82031429,Yes
12368,ce_e5,0.99999225,0.00000778,No
12369,ce_e5,0.21534060,0.78465945,Yes
12370,ce_e5,0.98635811,0.01364189,No
12371,ce_e5,0.00001346,0.99998653,Yes
12372,ce_e5,0.00009180,0.99990821,Yes
12373,ce_e5,0.00003898,0.99996102,Yes
12374,ce_e5,0.01254007,0.98745990,Yes
12375,ce_e5,0.00007532,0.99992466,Yes
12376,ce_e5,0.99903381,0.00096616,No
12377,ce_e5,0.00000994,0.99999011,Yes
12378,ce_e5,0.00002209,0.99997795,Yes
12379,ce_e5,0.00000979,0.99999022,Yes
12380,ce_e5,0.00000638,0.99999356,Yes
12381,ce_e5,0.00005491,0.99994504,Yes
12382,ce_e5,0.00016208,0.99983788,Yes
12383,ce_e5,0.99838185,0.00161811,No
12384,ce_e5,0.99899858,0.00100147,No
12385,ce_e5,0.99999475,0.00000526,No
12386,ce_e5,0.00004716,0.99995279,Yes
12387,ce_e5,0.00008571,0.99991429,Yes
12388,ce_e5,0.13546105,0.86453897,Yes
12389,ce_e5,0.01228263,0.98771745,Yes
12390,ce_e5,0.00161258,0.99838746,Yes
12391,ce_e5,0.00001355,0.99998641,Yes
12392,ce_e5,0.00001569,0.99998426,Yes
12393,ce_e5,0.00000975,0.99999022,Yes
12394,ce_e5,0.00151967,0.99848038,Yes
12395,ce_e5,0.32024422,0.67975581,Yes
12396,ce_e5,0.00027147,0.99972850,Yes
12397,ce_e5,0.00000881,0.99999118,Yes
12398,ce_e5,0.00001086,0.99998915,Yes
12399,ce_e5,0.90798879,0.09201119,No
12400,ce_e5,0.00007561,0.99992442,Yes
12401,ce_e5,0.00003620,0.99996376,Yes
12402,ce_e5,0.00001327,0.99998677,Yes
12403,ce_e5,0.00000759,0.99999237,Yes
12404,ce_e5,0.00424697,0.99575305,Yes
12405,ce_e5,0.90017247,0.09982761,No
12406,ce_e5,0.00004220,0.99995780,Yes
12407,ce_e5,0.92869896,0.07130102,No
12408,ce_e5,0.00021723,0.99978274,Yes
12409,ce_e5,0.00002496,0.99997509,Yes
12410,ce_e5,0.00000456,0.99999547,Yes
12411,ce_e5,0.00001547,0.99998450,Yes
12412,ce_e5,0.00441719,0.99558288,Yes
12413,ce_e5,0.00031552,0.99968445,Yes
12414,ce_e5,0.00000848,0.99999154,Yes
12415,ce_e5,0.00014061,0.99985933,Yes
12416,ce_e5,0.99998999,0.00001000,No
12417,ce_e5,0.00002031,0.99997973,Yes
12418,ce_e5,0.00010492,0.99989510,Yes
12419,ce_e5,0.00217243,0.99782759,Yes
12420,ce_e5,0.00001468,0.99998534,Yes
12421,ce_e5,0.00002404,0.99997592,Yes
12422,ce_e5,0.00001207,0.99998796,Yes
12423,ce_e5,0.00003346,0.99996650,Yes
12424,ce_e5,0.00002854,0.99997151,Yes
12425,ce_e5,0.00003500,0.99996495,Yes
12426,ce_e5,0.00001152,0.99998844,Yes
12427,ce_e5,0.00088356,0.99911648,Yes
12428,ce_e5,0.00000693,0.99999309,Yes
12429,ce_e5,0.00002257,0.99997747,Yes
12430,ce_e5,0.00000725,0.99999273,Yes
12431,ce_e5,0.00001103,0.99998903,Yes
12432,ce_e5,0.00008501,0.99991500,Yes
12433,ce_e5,0.04572275,0.95427728,Yes
12434,ce_e5,0.00000907,0.99999094,Yes
12435,ce_e5,0.00026789,0.99973208,Yes
12436,ce_e5,0.00017755,0.99982244,Yes
12437,ce_e5,0.00007281,0.99992716,Yes
12438,ce_e5,0.00000816,0.99999189,Yes
12439,ce_e5,0.00094609,0.99905390,Yes
12440,ce_e5,0.00056919,0.99943084,Yes
12441,ce_e5,0.00001179,0.99998820,Yes
12442,ce_e5,0.00004077,0.99995923,Yes
12443,ce_e5,0.00019594,0.99980408,Yes
12444,ce_e5,0.00662760,0.99337244,Yes
12445,ce_e5,0.99993908,0.00006092,No
12446,ce_e5,0.00077258,0.99922740,Yes
12447,ce_e5,0.00024776,0.99975222,Yes
12448,ce_e5,0.01404855,0.98595142,Yes
12449,ce_e5,0.00002269,0.99997735,Yes
12450,ce_e5,0.99340010,0.00659990,No
12451,ce_e5,0.99999189,0.00000805,No
12452,ce_e5,0.47927558,0.52072442,Yes
12453,ce_e5,0.00001896,0.99998105,Yes
12454,ce_e5,0.00000994,0.99999011,Yes
12455,ce_e5,0.00001798,0.99998200,Yes
12456,ce_e5,0.00433690,0.99566311,Yes
12457,ce_e5,0.00004816,0.99995184,Yes
12458,ce_e5,0.00001364,0.99998641,Yes
12459,ce_e5,0.00002563,0.99997437,Yes
12460,ce_e5,0.00002215,0.99997783,Yes
12461,ce_e5,0.00001814,0.99998188,Yes
12462,ce_e5,0.00003809,0.99996197,Yes
12463,ce_e5,0.00000715,0.99999285,Yes
12464,ce_e5,0.00003910,0.99996090,Yes
12465,ce_e5,0.00001682,0.99998319,Yes
12466,ce_e5,0.00001449,0.99998546,Yes
12467,ce_e5,0.00000986,0.99999011,Yes
12468,ce_e5,0.00019649,0.99980348,Yes
12469,ce_e5,0.00178148,0.99821848,Yes
12470,ce_e5,0.99999380,0.00000620,No
12471,ce_e5,0.00491398,0.99508601,Yes
12472,ce_e5,0.00002912,0.99997091,Yes
12473,ce_e5,0.00010855,0.99989140,Yes
12474,ce_e5,0.00001391,0.99998605,Yes
12475,ce_e5,0.00014742,0.99985254,Yes
12476,ce_e5,0.00001221,0.99998784,Yes
12477,ce_e5,0.00000956,0.99999046,Yes
12478,ce_e5,0.97749913,0.02250086,No
12479,ce_e5,0.00011684,0.99988317,Yes
12480,ce_e5,0.00001476,0.99998522,Yes
12481,ce_e5,0.00001142,0.99998856,Yes
12482,ce_e5,0.00704031,0.99295968,Yes
12483,ce_e5,0.00001060,0.99998939,Yes
12484,ce_e5,0.54400414,0.45599583,No
12485,ce_e5,0.00004725,0.99995279,Yes
12486,ce_e5,0.00168332,0.99831665,Yes
12487,ce_e5,0.14844970,0.85155028,Yes
12488,ce_e5,0.00109158,0.99890840,Yes
12489,ce_e5,0.00001605,0.99998391,Yes
12490,ce_e5,0.99423498,0.00576504,No
12491,ce_e5,0.00000709,0.99999297,Yes
12492,ce_e5,0.00001171,0.99998832,Yes
12493,ce_e5,0.00002869,0.99997127,Yes
12494,ce_e5,0.99998617,0.00001380,No
12495,ce_e5,0.00020209,0.99979788,Yes
12496,ce_e5,0.00006309,0.99993694,Yes
12497,ce_e5,0.99997866,0.00002130,No
12498,ce_e5,0.00002111,0.99997890,Yes
12499,ce_e5,0.00002915,0.99997079,Yes
12500,ce_e5,0.99998772,0.00001228,No
12501,ce_e5,0.00002180,0.99997818,Yes
12502,ce_e5,0.00000610,0.99999392,Yes
12503,ce_e5,0.00081927,0.99918073,Yes
12504,ce_e5,0.00852176,0.99147826,Yes
12505,ce_e5,0.00000694,0.99999309,Yes
12506,ce_e5,0.00025450,0.99974555,Yes
12507,ce_e5,0.00001122,0.99998879,Yes
12508,ce_e5,0.00002574,0.99997425,Yes
12509,ce_e5,0.00001920,0.99998081,Yes
12510,ce_e5,0.82577872,0.17422126,No
12511,ce_e5,0.99751967,0.00248035,No
12512,ce_e5,0.99935251,0.00064747,No
12513,ce_e5,0.00001161,0.99998844,Yes
12514,ce_e5,0.00001759,0.99998236,Yes
12515,ce_e5,0.00130151,0.99869847,Yes
12516,ce_e5,0.00000719,0.99999285,Yes
12517,ce_e5,0.00004197,0.99995804,Yes
12518,ce_e5,0.99999654,0.00000341,No
12519,ce_e5,0.00001768,0.99998236,Yes
12520,ce_e5,0.00002044,0.99997962,Yes
12521,ce_e5,0.00000430,0.99999571,Yes
12522,ce_e5,0.00002204,0.99997795,Yes
12523,ce_e5,0.85935295,0.14064704,No
12524,ce_e5,0.99975938,0.00024065,No
12525,ce_e5,0.00600785,0.99399215,Yes
12526,ce_e5,0.00015577,0.99984419,Yes
12527,ce_e5,0.00002177,0.99997818,Yes
12528,ce_e5,0.00000587,0.99999416,Yes
12529,ce_e5,0.00001607,0.99998391,Yes
12530,ce_e5,0.00073520,0.99926478,Yes
12531,ce_e5,0.00014163,0.99985838,Yes
12532,ce_e5,0.00148990,0.99851006,Yes
12533,ce_e5,0.99997687,0.00002318,No
12534,ce_e5,0.00001568,0.99998426,Yes
12535,ce_e5,0.99999762,0.00000244,No
12536,ce_e5,0.99996698,0.00003304,No
12537,ce_e5,0.00001086,0.99998915,Yes
12538,ce_e5,0.00214251,0.99785751,Yes
12539,ce_e5,0.00006226,0.99993777,Yes
12540,ce_e5,0.00003462,0.99996543,Yes
12541,ce_e5,0.00000636,0.99999368,Yes
12542,ce_e5,0.00002040,0.99997962,Yes
12543,ce_e5,0.00001060,0.99998939,Yes
12544,ce_e5,0.72389674,0.27610326,No
12545,ce_e5,0.99754661,0.00245337,No
12546,ce_e5,0.00016954,0.99983048,Yes
12547,ce_e5,0.00005370,0.99994624,Yes
12548,ce_e5,0.00001622,0.99998379,Yes
12549,ce_e5,0.00005156,0.99994838,Yes
12550,ce_e5,0.99997950,0.00002054,No
12551,ce_e5,0.00026428,0.99973565,Yes
12552,ce_e5,0.00004861,0.99995136,Yes
12553,ce_e5,0.00001280,0.99998724,Yes
12554,ce_e5,0.00549107,0.99450892,Yes
12555,ce_e5,0.00003266,0.99996734,Yes
12556,ce_e5,0.00004488,0.99995506,Yes
12557,ce_e5,0.99991822,0.00008181,No
12558,ce_e5,0.00000534,0.99999464,Yes
12559,ce_e5,0.00188731,0.99811268,Yes
12560,ce_e5,0.00004520,0.99995482,Yes
12561,ce_e5,0.99922252,0.00077742,No
12562,ce_e5,0.35695446,0.64304560,Yes
12563,ce_e5,0.00003909,0.99996090,Yes
12564,ce_e5,0.00001569,0.99998426,Yes
12565,ce_e5,0.00475781,0.99524224,Yes
