id,promise_status,score_yes,score_no,model_family,mode,finetune_path,prompt_id,prompt_path,run_id,source,raw_prediction
11419,Yes,0.88887352,0.11112644,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11616,Yes,0.99966323,0.00033672,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11683,Yes,0.99803740,0.00196256,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11502,Yes,0.99963677,0.00036317,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11761,Yes,0.99985230,0.00014763,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11050,No,0.00483667,0.99516332,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11733,No,0.00309190,0.99690813,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11337,No,0.00334500,0.99665499,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11451,Yes,0.99927145,0.00072861,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11791,Yes,0.97318256,0.02681739,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11351,Yes,0.99807525,0.00192475,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11468,Yes,0.99977595,0.00022401,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11623,Yes,0.99944669,0.00055331,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11477,Yes,0.97791594,0.02208405,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11615,Yes,0.99650216,0.00349786,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11555,No,,,/workspace/llm_model,codex_rag:strict_negative_with_certficate:data-only:ctx_bert_prediction,models/loop001_st1_a0_real_only/best_st1.pt,strict_negative_with_certficate,/workspace/esg_contest/configs/prompt/stage1/codex/strict_negative_with_certficate.txt,stage1_rag_t0.70_strict_negative_with_certficate_data-only,codex_rag_low_conf,No
11366,Yes,0.99946505,0.00053497,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11771,No,,,/workspace/llm_model,codex_rag:strict_negative_with_certficate:data-only:ctx_bert_prediction,models/loop001_st1_a0_real_only/best_st1.pt,strict_negative_with_certficate,/workspace/esg_contest/configs/prompt/stage1/codex/strict_negative_with_certficate.txt,stage1_rag_t0.70_strict_negative_with_certficate_data-only,codex_rag_low_conf,No
11631,Yes,0.99835408,0.00164592,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11941,Yes,0.96716267,0.03283735,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11798,Yes,0.99976724,0.00023273,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11497,Yes,0.99915123,0.00084882,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11925,Yes,0.99212414,0.00787584,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11370,Yes,0.99596018,0.00403978,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11597,No,0.04801053,0.95198953,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11721,Yes,0.99549592,0.00450415,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11054,Yes,0.96023089,0.03976908,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11427,Yes,0.77904040,0.22095959,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11057,Yes,0.99412316,0.00587686,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11265,Yes,0.99912804,0.00087201,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11773,Yes,0.99963880,0.00036115,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11186,Yes,0.99187297,0.00812707,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11467,Yes,0.99964249,0.00035746,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11790,Yes,0.99896193,0.00103806,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11175,No,0.00355018,0.99644983,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11151,Yes,0.99711573,0.00288429,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11742,Yes,0.99967957,0.00032048,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11114,Yes,0.99936134,0.00063873,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11429,No,,,/workspace/llm_model,codex_rag:strict_negative_with_certficate:data-only:ctx_bert_prediction,models/loop001_st1_a0_real_only/best_st1.pt,strict_negative_with_certficate,/workspace/esg_contest/configs/prompt/stage1/codex/strict_negative_with_certficate.txt,stage1_rag_t0.70_strict_negative_with_certficate_data-only,codex_rag_low_conf,No
11966,No,0.00830137,0.99169862,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11019,Yes,0.97837961,0.02162047,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11190,Yes,0.99984729,0.00015270,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11415,Yes,0.99965310,0.00034687,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11590,Yes,0.99745208,0.00254790,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11667,Yes,0.99979609,0.00020389,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11764,Yes,0.99819809,0.00180197,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11222,Yes,0.99990988,0.00009016,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11587,Yes,0.99965715,0.00034284,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11582,No,0.00551003,0.99448991,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11300,Yes,0.99657238,0.00342761,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11639,Yes,0.99984384,0.00015610,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11387,Yes,0.99923432,0.00076569,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11365,Yes,0.99652147,0.00347857,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11880,Yes,0.95228577,0.04771420,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11335,Yes,0.99954504,0.00045489,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11017,No,0.09007497,0.90992504,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11203,Yes,0.99960321,0.00039687,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11002,Yes,0.99886864,0.00113129,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11039,Yes,0.99958736,0.00041264,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11291,Yes,0.99981874,0.00018125,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11494,Yes,0.99901998,0.00098002,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11248,No,0.02272292,0.97727704,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11507,No,,,/workspace/llm_model,codex_rag:strict_negative_with_certficate:data-only:ctx_bert_prediction,models/loop001_st1_a0_real_only/best_st1.pt,strict_negative_with_certficate,/workspace/esg_contest/configs/prompt/stage1/codex/strict_negative_with_certficate.txt,stage1_rag_t0.70_strict_negative_with_certficate_data-only,codex_rag_low_conf,No
11897,Yes,0.98866266,0.01133737,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11714,Yes,0.99846184,0.00153818,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11892,Yes,0.99970144,0.00029859,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11077,Yes,0.99969542,0.00030465,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11912,Yes,0.99890101,0.00109895,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11793,No,0.02864321,0.97135675,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11509,Yes,0.99969316,0.00030686,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11178,No,0.27777195,0.72222805,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11843,Yes,0.87888891,0.12111104,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11201,Yes,0.97102207,0.02897795,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11766,Yes,0.99913353,0.00086645,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11910,Yes,0.99833626,0.00166379,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11294,Yes,0.99841356,0.00158639,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11539,Yes,0.99973732,0.00026262,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11025,Yes,0.99885249,0.00114753,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11695,Yes,0.99888974,0.00111032,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11211,Yes,0.99989831,0.00010172,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11425,Yes,0.99942100,0.00057904,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11529,Yes,0.99923813,0.00076187,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11035,Yes,0.85373163,0.14626835,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11929,Yes,0.99898559,0.00101443,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11399,No,0.00143765,0.99856240,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11608,Yes,0.98697621,0.01302381,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11299,Yes,0.99976164,0.00023835,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11849,Yes,0.92074323,0.07925680,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11669,No,0.01399519,0.98600477,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11283,Yes,0.99984133,0.00015862,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11940,Yes,0.99866891,0.00133110,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11945,Yes,0.99694496,0.00305506,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11607,Yes,0.99861372,0.00138633,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11960,Yes,0.99943978,0.00056026,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11935,No,,,/workspace/llm_model,codex_rag:strict_negative_with_certficate:data-only:ctx_bert_prediction,models/loop001_st1_a0_real_only/best_st1.pt,strict_negative_with_certficate,/workspace/esg_contest/configs/prompt/stage1/codex/strict_negative_with_certficate.txt,stage1_rag_t0.70_strict_negative_with_certficate_data-only,codex_rag_low_conf,No
11732,Yes,0.99365342,0.00634658,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11288,Yes,0.98383027,0.01616977,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11528,Yes,0.99892622,0.00107371,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11808,Yes,0.99479717,0.00520285,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11230,Yes,0.99965262,0.00034739,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11437,Yes,0.99975020,0.00024980,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11029,Yes,0.99785173,0.00214826,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11375,Yes,0.99710363,0.00289641,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11820,Yes,0.99951458,0.00048546,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11317,Yes,0.99905914,0.00094085,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11561,Yes,0.98862106,0.01137894,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11242,Yes,0.99955052,0.00044946,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11150,Yes,0.99959701,0.00040299,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11517,Yes,0.99945003,0.00054996,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11418,Yes,0.99851066,0.00148929,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11661,Yes,0.99877805,0.00122194,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11199,Yes,0.99975973,0.00024024,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11586,No,0.00202032,0.99797970,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11326,Yes,0.99881136,0.00118869,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
